"id","finance_info"
"30585","06/03/2022 - J30573 - 1200 Scotia Dr. Apt 108 
J30574 - 1100 Scotia Dr Unit 101
J30575 - 900 Scotia Dr. #206 
J30576 - 600 Scotia Dr. #105 
J30577 - 600 Scotia Dr. #104 
J30578 - 600 Scotia Dr. #103 
J30579 - 500 Scotia Dr. #305 
J30581 - 500 Scotia Dr. #302 
J30582 - 300 Scotia Drive #304 
J30583 - 300 Scotia Dr. #302 
J30584 - 200 Scotia Dr. #303 
J30585 - 100 Scotia Dr. #303 (by Daiane) 
"
"30586","06/06/2022 - Billing letter mailed to the customer. (by Daiane) 
06/03/2022 -  (by Daiane) 
"
"30587","06/06/2022 -  (by Daiane) 
"
"30588","06/03/2022 -  (by Daiane) 
"
"30589","06/13/2022 - Obtained adjuster's information in order to be able to add invoice info into the new Olympus system. (by Ana Silva) 
06/06/2022 - Billing letter mailed to the customer. (by Daiane) 
06/03/2022 -  (by Daiane) 
"
"30590","06/03/2022 -  (by Daiane) 
"
"30591","06/28/2022 - Sent email to Lisa requesting the vendor agreement to be sent. (by Ana Silva) 
06/22/2022 - Received email from Dan Littrell stating that Lisa Kennedy (I guess accounting) has not received any of our invoices and provided her email address. lisa.kennedy@atirestoration.com. I guess this will delay the pymt. (by Ana Silva) 
06/03/2022 -  (by Cynthia) 
"
"30592","06/28/2022 - Sent email to Lisa requesting the vendor agreement to be sent. (by Ana Silva) 
06/22/2022 - Received email from Dan Littrell stating that Lisa Kennedy (I guess accounting) has not received any of our invoices and provided her email address. lisa.kennedy@atirestoration.com. I guess this will delay the pymt. (by Ana Silva) 
06/03/2022 -  (by Cynthia) 
"
"30593","07/06/2022 -  (by Cynthia) 
07/06/2022 - WAITING ON FUNDS--ONCE RECD WILL SEND RB INVOICE TO CLAIMS.VENDOR@THIG.COM 
RECD NOTE FROM DARRLY SUGGS W/TOWER HILL: The insured claim was issued a denial of coverage. Tower Hill has issued payment totaling $436.11 towards your invoice. Please contact claims.vendor@thig.com regarding the remaining balance of $879.33. (by Cynthia) 
06/03/2022 -  (by Daiane) 
"
"30594","06/06/2022 - Billing letter mailed to the customer. (by Daiane) 
06/03/2022 -  (by Cynthia) 
"
"30595","06/03/2022 - Per Guto no charge for this job. (by Daiane) 
"
"30596","06/03/2022 -  (by Daiane) 
"
"30597","06/04/2022 -  (by Daiane) 
"
"30598","06/06/2022 - Billing letter mailed to the customer. (by Daiane) 
06/04/2022 -  (by Daiane) 
"
"30599","06/06/2022 - Billing letter mailed to the customer. (by Daiane) 
06/04/2022 -  (by Daiane) 
"
"30601","06/06/2022 - Billing letter mailed to the customer. (by Daiane) 
06/03/2022 -  (by Daiane) 
"
"30602","06/04/2022 -  (by Ana Silva) 
"
"30603","06/06/2022 - Sent initial letter via email (by Daiane) 
06/04/2022 -  (by Daiane) 
"
"30604","06/06/2022 - Billing letter mailed to the customer. (by Daiane) 
06/04/2022 -  (by Daiane) 
"
"30605","06/04/2022 -  (by Daiane) 
"
"30607","06/07/2022 -  (by Daiane) 
"
"30608","06/04/2022 -  (by Ana Silva) 
"
"30610","06/04/2022 -  (by Daiane) 
"
"30611","06/06/2022 - Sent initial letter via email (by Daiane) 
06/04/2022 -  (by Daiane) 
"
"30612","07/07/2022 -  (by Cynthia) 
06/04/2022 - Invoice authorized per Guto. (by Daiane) 
06/04/2022 - Invoice authorized per Guto. (by Daiane) 
"
"30613","06/28/2022 - Sent email to Lisa requesting the vendor agreement to be sent. (by Ana Silva) 
06/22/2022 - Received email from Dan Littrell stating that Lisa Kennedy (I guess accounting) has not received any of our invoices and provided her email address. lisa.kennedy@atirestoration.com. I guess this will delay the pymt. (by Ana Silva) 
06/04/2022 -  (by Ana Silva) 
"
"30614","06/04/2022 -  (by Ana Silva) 
"
"30615","06/07/2022 - Sent initial letter via email (by Daiane) 
06/06/2022 -  (by Ana Silva) 
"
"30616","07/06/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
06/04/2022 -  (by Daiane) 
"
"30617","06/06/2022 - Sent initial letter via email (by Daiane) 
06/04/2022 -  (by Daiane) 
"
"30618","06/09/2022 -  (by Daiane) 
"
"30619","06/13/2022 -  (by Ana Silva) 
"
"30620","06/04/2022 -  (by Daiane) 
"
"30621","06/07/2022 -  (by Daiane) 
"
"30622","06/04/2022 -  (by Daiane) 
"
"30623","06/04/2022 -  (by Ana Silva) 
"
"30624","07/06/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
06/04/2022 -  (by Daiane) 
"
"30625","06/07/2022 - Sent initial letter via email (by Daiane) 
06/06/2022 - Inv approved by Michelle. (by Daiane) 
"
"30626","06/04/2022 -  (by Ana Silva) 
"
"30627","06/04/2022 -  (by Ana Silva) 
06/04/2022 - Gus advised the total for the tarp is $950.00, HO approved the tarp to be installed. Ho already paid $250.00, so the remaining balance is $700.00 + the CC fee (by Kyle Bauer) 
"
"30628","06/04/2022 -  (by Daiane) 
"
"30629","06/06/2022 - Sent initial letter via email (by Daiane) 
06/04/2022 -  (by Daiane) 
"
"30630","06/05/2022 -  (by Daiane) 
"
"30631","06/29/2022 - PER REJECTION NOTES IN ALACRITY: CLAIM WAS DENIED IN 2021 & IS CURRENTLY IN LITIGATION...REVISED INVOICE TO PRICELIST & EMAILED TO VENDOR/BOB CANTY.. (by Cynthia) 
06/07/2022 - Sent initial letter via email (by Daiane) 
06/06/2022 - michelle approved the invoice for $6248.40 (by Cynthia) 
"
"30632","06/05/2022 -  (by Daiane) 
"
"30633","06/05/2022 -  (by Daiane) 
"
"30634","07/06/2022 -  (by Cynthia) 
07/06/2022 - **RECD NOTIFICATION THIS IS A DENIED CLAIM..RECEIVING ONLY PARTIAL OF $750.00 WILL PURSUE RB WHEN FUNDS ARE RECEIVED** (by Cynthia) 
06/04/2022 -  (by Daiane) 
"
"30635","06/06/2022 - Billing letter mailed to the customer. (by Daiane) 
06/05/2022 -  (by Cynthia) 
"
"30636","06/04/2022 - Approved Invoice per Guto. (by Daiane) 
"
"30638","06/10/2022 -  (by Ana Silva) 
"
"30639","07/07/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
06/05/2022 -  (by Daiane) 
"
"30640","07/06/2022 - Heidi responded to our email : My accounting is out at convention all week. Please give me to end of next week to get status or payment. I will give you details by WED. Thank you for the reminder. (by Ana Silva) 
07/06/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
06/05/2022 -  (by Daiane) 
"
"30641","06/06/2022 - Sent initial letter via email (by Daiane) 
06/05/2022 -  (by Cynthia) 
"
"30643","06/05/2022 -  (by Daiane) 
"
"30644","07/06/2022 - Heidi responded to our email : My accounting is out at convention all week. Please give me to end of next week to get status or payment. I will give you details by WED. Thank you for the reminder. (by Ana Silva) 
07/06/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
06/10/2022 - Kelair from Servpro called to review the invoice. Homeowner complained that his roof is not 2000sf. Nadal reviewed and we correctyed the invoice to be 30x50 = 1500sf of tarp. Sent revised email & google earth explanation back to Heidi and Kelair. (by Ana Silva) 
06/05/2022 -  (by Daiane) 
"
"30645","06/04/2022 -  (by Ana Silva) 
"
"30646","06/06/2022 - Billing letter mailed to the customer. (by Daiane) 
06/05/2022 -  (by Cynthia) 
"
"30647","06/05/2022 -  (by Daiane) 
"
"30648","07/06/2022 - Claim still under review. (by Ana Silva) 
06/13/2022 - Initial letter mailed to the homeowner. (by Ana Silva) 
06/10/2022 - Per Rytech we are billing the homeowner directly. Changed Invoice for direct pricing, obtained signed documents via Docusign - Sent to Safepoint first to see if we can get payment from them. (by Ana Silva) 
06/05/2022 -  (by Daiane) 
"
"30649","07/06/2022 -  (by Ana Silva) 
07/06/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
06/04/2022 -  (by Daiane) 
"
"30651","06/13/2022 - Initial letter mailed to the homeowner. (by Ana Silva) 
06/10/2022 - Called Homeowner and requested to please sign the WA to be able to submit to the insurance company. She did it while on the phone. Revised invoice for direct pricing and sent to Safe Point to obtain payment. (by Ana Silva) 
06/05/2022 -  (by Daiane) 
"
"30652","06/05/2022 -  (by Cynthia) 
06/05/2022 -  (by Cynthia) 
"
"30653","06/05/2022 -  (by Cynthia) 
"
"30654","06/06/2022 - Billing letter mailed to the customer. (by Daiane) 
06/05/2022 -  (by Cynthia) 
"
"30655","06/06/2022 -  (by Daiane) 
"
"30657","07/06/2022 - Heidi responded to our email : My accounting is out at convention all week. Please give me to end of next week to get status or payment. I will give you details by WED. Thank you for the reminder. (by Ana Silva) 
07/06/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
06/05/2022 -  (by Daiane) 
"
"30658","06/05/2022 -  (by Daiane) 
"
"30659","06/05/2022 -  (by Daiane) 
"
"30660","07/06/2022 - Heidi responded to our email : My accounting is out at convention all week. Please give me to end of next week to get status or payment. I will give you details by WED. Thank you for the reminder. (by Ana Silva) 
07/06/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
06/05/2022 -  (by Daiane) 
"
"30662","07/06/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
06/04/2022 -  (by Daiane) 
"
"30663","06/15/2022 -  (by Daiane) 
"
"30664","06/14/2022 -  (by Cynthia) 
06/14/2022 -  (by Cynthia) 
06/06/2022 -  (by Nadal) 
06/06/2022 -  (by Nadal) 
06/06/2022 -  (by Cynthia) 
"
"30665","06/06/2022 -  (by Daiane) 
"
"30667","07/06/2022 -  (by Ana Silva) 
06/05/2022 -  (by Daiane) 
"
"30668","06/06/2022 -  (by Daiane) 
"
"30669","06/10/2022 -  (by Ana Silva) 
"
"30670","06/07/2022 - Billing letter mailed to the customer. (by Daiane) 
06/06/2022 -  (by Daiane) 
"
"30671","06/06/2022 -  (by Ana Silva) 
06/06/2022 - Per Nadal ok to charge her only $1000.00 since we were at ther property the day before. Hfomeowner agreed ok to charge the same credit card from previous job. (by Ana Silva) 
"
"30672","06/06/2022 -  (by Ana Silva) 
"
"30673","06/06/2022 -  (by Ana Silva) 
"
"30675","06/08/2022 -  (by Ana Silva) 
06/06/2022 -  (by Cynthia) 
"
"30676","06/07/2022 - Billing letter mailed to the customer. (by Daiane) 
06/06/2022 -  (by Daiane) 
"
"30677","06/07/2022 -  (by Daiane) 
"
"30678","06/07/2022 -  (by Daiane) 
"
"30679","06/07/2022 -  (by Daiane) 
"
"30681","06/21/2022 -  (by Cynthia) 
06/21/2022 - RECD EMAIL OF UPCOMING BULK PAYMENT: Please find attached your bulk payment remittance statement as of 06/19/2022  which shows the claim payments made to your firm by claim number. The payment is being sent via USPS (by Cynthia) 
06/08/2022 - Sent initial letter via email (by Daiane) 
06/07/2022 -  (by Daiane) 
06/06/2022 - 06/06 - Prepared invoice 11316 in the amount 1135.00.  Waiting on forms and photos (by Michelle) 
"
"30682","06/06/2022 -  (by Daiane) 
"
"30684","06/08/2022 - Billing letter mailed to the customer. (by Daiane) 
06/07/2022 -  (by Ana Silva) 
"
"30685","06/07/2022 -  (by Daiane) 
"
"30686","06/09/2022 - Sent initial letter via email (by Daiane) 
06/08/2022 -  (by Ana Silva) 
"
"30687","06/08/2022 - Sent initial letter via email (by Daiane) 
06/07/2022 -  (by Daiane) 
"
"30688","06/15/2022 -  (by Cynthia) 
06/08/2022 - Sent initial letter via email (by Daiane) 
06/07/2022 -  (by Ana Silva) 
"
"30689","06/06/2022 -  (by Ana Silva) 
06/06/2022 - Customer agreed to $750.00 (by Ana Silva) 
06/06/2022 - mg - 06/06 - Ran payment in the amount of $250 for invoice 11312.  Sent to h/o. (by Michelle) 
"
"30690","06/08/2022 - Added to the original Invoice per Alacrity's request (by Ana Silva) 
"
"30692","06/09/2022 -  (by Ana Silva) 
"
"30693","06/28/2022 - Sent email to Lisa requesting the vendor agreement to be sent. (by Ana Silva) 
06/22/2022 - Received email from Dan Littrell stating that Lisa Kennedy (I guess accounting) has not received any of our invoices and provided her email address. lisa.kennedy@atirestoration.com. I guess this will delay the pymt. (by Ana Silva) 
06/07/2022 -  (by Ana Silva) 
"
"30694","06/15/2022 -  (by Cynthia) 
06/07/2022 -  (by Ana Silva) 
"
"30695","06/07/2022 -  (by Daiane) 
"
"30697","06/07/2022 -  (by Daiane) 
"
"30698","06/07/2022 -  (by Daiane) 
"
"30699","06/07/2022 -  (by Daiane) 
"
"30700","06/07/2022 -  (by Daiane) 
"
"30701","06/07/2022 -  (by Ana Silva) 
"
"30702","06/13/2022 - Invoice uploaded into Olympus system. (by Ana Silva) 
06/08/2022 - Billing letter mailed to the customer. (by Daiane) 
06/07/2022 -  (by Daiane) 
"
"30703","06/07/2022 -  (by Ana Silva) 
"
"30704","06/11/2022 - Sent initial letter via email (by Daiane) 
06/10/2022 -  (by Daiane) 
"
"30705","06/07/2022 -  (by Daiane) 
"
"30707","06/10/2022 -  (by Daiane) 
"
"30708","06/08/2022 - Per Nadal ok not to charge. (by Ana Silva) 
"
"30709","06/07/2022 - J30709 & J30714 billed under same invoice (by Ana Silva) 
"
"30710","06/09/2022 - Billing letter mailed to the customer. (by Daiane) 
06/08/2022 -  (by Daiane) 
"
"30711","06/08/2022 -  (by Daiane) 
"
"30712","06/13/2022 -  (by Ana Silva) 
06/10/2022 - Sent initial letter via email (by Daiane) 
06/10/2022 -  (by Kyle Bauer) 
06/09/2022 -  (by Ana Silva) 
"
"30713","06/07/2022 -  (by Daiane) 
"
"30714","06/07/2022 - J30709 & J30714 billed under same invoice (by Ana Silva) 
"
"30715","06/08/2022 -  (by Daiane) 
"
"30716","06/09/2022 - Billing letter mailed to the customer. (by Daiane) 
06/08/2022 -  (by Ana Silva) 
"
"30717","06/07/2022 -  (by Daiane) 
"
"30719","06/09/2022 - Sent initial letter via email (by Daiane) 
06/08/2022 -  (by Daiane) 
"
"30720","06/08/2022 -  (by Daiane) 
"
"30721","06/08/2022 -  (by Daiane) 
"
"30724","06/08/2022 -  (by Daiane) 
"
"30725","06/09/2022 - Billing letter mailed to the customer. (by Daiane) 
06/08/2022 -  (by Michelle) 
"
"30726","06/14/2022 -  (by Cynthia) 
06/14/2022 -  (by Cynthia) 
06/08/2022 -  (by Ana Silva) 
"
"30728","06/09/2022 - Billing letter mailed to the customer. (by Daiane) 
06/08/2022 -  (by Michelle) 
"
"30729","06/08/2022 -  (by Ana Silva) 
"
"30730","06/08/2022 -  (by Daiane) 
"
"30731","06/09/2022 - Sent initial letter via email (by Daiane) 
06/08/2022 -  (by Michelle) 
"
"30733","06/08/2022 -  (by Ana Silva) 
06/08/2022 -  (by Ana Silva) 
"
"30735","06/08/2022 -  (by Ana Silva) 
"
"30736","06/13/2022 -  (by Daiane) 
"
"30737","06/11/2022 -  (by Daiane) 
"
"30738","06/15/2022 - Called homeowner to obtain claim number, he did not have it nor the policy number. I called Chubb and rep provided claim # and adjuster's information. Sent billing packet to them. (by Ana Silva) 
06/10/2022 - Billing letter mailed to the customer. (by Daiane) 
06/09/2022 - Invoice approved by Guto. (by Daiane) 
06/09/2022 - Attempted to contact homeowner to obtain claim number, no answer - left msg. (by Ana Silva) 
"
"30739","06/09/2022 - Sent initial letter via email (by Daiane) 
06/08/2022 -  (by Daiane) 
"
"30740","06/09/2022 -  (by Daiane) 
"
"30741","06/08/2022 -  (by Daiane) 
"
"30742","06/08/2022 -  (by Daiane) 
"
"30743","06/10/2022 - Sent initial letter via email (by Daiane) 
06/09/2022 -  (by Daiane) 
"
"30744","06/15/2022 -  (by Cynthia) 
06/09/2022 - Sent initial letter via email (by Daiane) 
06/08/2022 -  (by Daiane) 
"
"30746","06/09/2022 - Billing letter mailed to the customer. (by Daiane) 
06/08/2022 -  (by Ana Silva) 
"
"30747","06/08/2022 -  (by Daiane) 
"
"30748","06/08/2022 -  (by Daiane) 
"
"30749","06/08/2022 -  (by Daiane) 
"
"30751","06/08/2022 -  (by Daiane) 
"
"30752","06/10/2022 - Sent initial letter via email. (by Daiane) 
06/09/2022 -  (by Daiane) 
"
"30753","06/09/2022 - Sent initial letter via email (by Daiane) 
06/08/2022 -  (by Daiane) 
"
"30754","06/09/2022 -  (by Daiane) 
"
"30755","06/08/2022 -  (by Daiane) 
"
"30756","06/10/2022 - Sent initial letter via email (by Daiane) 
06/09/2022 -  (by Daiane) 
"
"30757","06/10/2022 -  (by Daiane) 
"
"30759","06/10/2022 - Billing letter mailed to the customer. (by Daiane) 
06/09/2022 -  (by Daiane) 
"
"30760","06/09/2022 -  (by Daiane) 
"
"30761","06/10/2022 -  (by Daiane) 
06/10/2022 - Invoice approved by Nadal. (by Daiane) 
"
"30762","06/13/2022 -  (by Daiane) 
"
"30763","06/16/2022 -  (by Daiane) 
"
"30764","06/21/2022 -  (by Cynthia) 
"
"30765","06/09/2022 - Approved Invoice per Guto. (by Daiane) 
06/09/2022 -  (by Daiane) 
"
"30766","06/14/2022 -  (by Daiane) 
"
"30767","06/16/2022 -  (by Daiane) 
"
"30768","06/09/2022 -  (by Daiane) 
"
"30769","06/10/2022 - Invoice approved per Nadal. (by Daiane) 
"
"30770","06/13/2022 - Claim not in the system unable to upload invoice to vipbap.com (by Ana Silva) 
06/10/2022 - Billing letter mailed to the customer. (by Daiane) 
06/09/2022 - Invoice approved by Nadal. (by Daiane) 
06/09/2022 -  (by Daiane) 
"
"30771","06/15/2022 -  (by Cynthia) 
06/09/2022 -  (by Ana Silva) 
"
"30772","06/14/2022 -  (by Ana Silva) 
06/14/2022 -  (by Ana Silva) 
"
"30773","06/17/2022 -  (by Cynthia) 
06/09/2022 -  (by Daiane) 
"
"30774","06/09/2022 -  (by Daiane) 
"
"30776","06/10/2022 -  (by Daiane) 
"
"30777","06/10/2022 -  (by Ana Silva) 
06/10/2022 -  (by Ana Silva) 
"
"30779","06/11/2022 -  (by Daiane) 
"
"30780","06/10/2022 - Sent initial letter via email. (by Daiane) 
06/09/2022 -  (by Ana Silva) 
"
"30781","06/11/2022 -  (by Daiane) 
"
"30782","06/15/2022 -  (by Daiane) 
"
"30783","06/09/2022 -  (by Daiane) 
"
"30784","06/09/2022 -  (by Daiane) 
"
"30786","06/10/2022 -  (by Daiane) 
"
"30787","06/09/2022 -  (by Ana Silva) 
"
"30788","06/13/2022 -  (by Daiane) 
"
"30789","06/10/2022 - Billing letter mailed to the customer. (by Daiane) 
06/09/2022 -  (by Daiane) 
"
"30790","06/13/2022 - We issued a $200.00 refund to the HO, this was sent via Zelle. HO was advised $1,600 over the phone but was charged $1,800 by mistake. (by Kyle Bauer) 
06/10/2022 -  (by Ana Silva) 
"
"30791","06/15/2022 -  (by Daiane) 
"
"30792","06/09/2022 -  (by Daiane) 
"
"30793","06/10/2022 -  (by Daiane) 
"
"30794","06/09/2022 -  (by Daiane) 
"
"30795","06/09/2022 -  (by Daiane) 
"
"30797","06/14/2022 - Sent initial letter via email (by Daiane) 
06/13/2022 -  (by Ana Silva) 
06/13/2022 -  (by Ana Silva) 
"
"30799","06/10/2022 -  (by Daiane) 
"
"30800","06/09/2022 -  (by Daiane) 
"
"30801","06/10/2022 -  (by Daiane) 
"
"30802","06/10/2022 -  (by Ana Silva) 
"
"30803","06/10/2022 -  (by Daiane) 
"
"30804","06/13/2022 - Forms were not signed - uploaded emergency letter only. (by Ana Silva) 
"
"30805","06/10/2022 -  (by Daiane) 
"
"30806","06/13/2022 - Sent initial letter via email (by Daiane) 
06/11/2022 -  (by Daiane) 
"
"30807","06/13/2022 - When I called to obtain adjuster's info, rep stated that the correct claim number is 22FLHOV0003312. However, Xact and vipbap works with the current one. kept it that way for now. (by Ana Silva) 
06/13/2022 - Uploaded invoice into Olympus system. (by Ana Silva) 
06/11/2022 - Billing letter mailed to the customer. (by Daiane) 
06/10/2022 -  (by Daiane) 
"
